ID,TARGET
2,0.042150646
5,0.047807798
6,0.00260205
7,0.025925463
9,0.0025442191
11,0.18583947
12,0.04803425
15,0.10759787
16,0.03732485
17,0.022310069
19,0.025998816
21,0.004199627
22,0.034985967
24,0.012700273
27,0.0072399885
28,0.008391945
30,0.12859654
33,0.0033770136
35,0.013922181
37,0.026846793
38,0.024061995
40,0.18583947
41,0.019043615
44,0.008280827
46,0.13678522
47,0.014124479
48,0.0033770136
50,0.004179649
52,0.16794334
53,0.019043615
55,0.032112237
57,0.0023857492
58,0.014971046
59,0.019043615
62,0.0266594
63,0.013922181
64,0.027468162
65,0.02201517
67,0.022750212
69,0.035280734
70,0.0033770136
71,0.06516595
72,0.0033709076
73,0.00200068
76,0.005268806
78,0.0036654375
79,0.01903657
81,0.0028284907
85,0.013159863
86,0.0033770136
89,0.038269922
94,0.042129155
96,0.0033770136
97,0.036016773
98,0.0032637771
99,0.025925463
100,0.18583947
103,0.17696102
104,0.0033770136
108,0.009043629
110,0.0026528388
112,0.041901387
114,0.019043615
116,0.011453654
117,0.009384523
119,0.0048861965
120,0.008271606
121,0.0026115694
123,0.020336907
124,0.033216793
126,0.002225927
128,0.018963948
129,0.08821369
133,0.03732485
138,0.030759238
147,0.019043615
149,0.011397763
158,0.0033770136
160,0.009105304
164,0.04113242
167,0.03732485
168,0.009669554
174,0.009412661
181,0.021384953
185,0.047018487
187,0.0032960454
189,0.010939835
190,0.06703935
194,0.007728353
197,0.054308657
198,0.025925463
201,0.056389526
205,0.009091092
208,0.10121723
211,0.013159863
216,0.057918347
219,0.050526284
223,0.0068566566
224,0.17696102
226,0.019043615
229,0.01136555
230,0.022059388
237,0.02180237
238,0.025175804
240,0.05792039
243,0.004454491
245,0.18583947
246,0.18583947
247,0.006351498
248,0.0112652555
249,0.0033770136
250,0.18583947
251,0.002225927
255,0.07621316
256,0.035280734
257,0.08821369
260,0.17110269
261,0.0033914687
263,0.1695999
264,0.16992985
267,0.008279244
268,0.015115963
272,0.008939159
274,0.009043629
275,0.0034916888
277,0.17696102
278,0.18246792
280,0.005869046
281,0.013467072
282,0.055306345
283,0.012700273
284,0.112630814
286,0.011436616
290,0.019297881
291,0.033216793
293,0.032112237
295,0.039243296
297,0.0024508378
298,0.14439237
300,0.005176824
304,0.0076565472
305,0.0063871103
308,0.005373875
309,0.009105304
310,0.0054995143
312,0.033216793
313,0.16992985
315,0.02001799
317,0.032952838
318,0.020526066
321,0.019538444
323,0.048173215
325,0.008499453
326,0.019043615
327,0.012700273
328,0.020563053
329,0.024623794
330,0.0030864347
331,0.019064602
334,0.100912325
335,0.009654114
336,0.0668926
337,0.012080356
338,0.025925463
339,0.019043615
341,0.23264574
343,0.021938736
346,0.0033951597
348,0.0034916888
350,0.12585011
351,0.0030767766
352,0.019043615
357,0.04113242
358,0.013922181
360,0.005681162
361,0.019043615
364,0.017988468
365,0.03835149
366,0.022943899
367,0.005148352
368,0.005045206
370,0.0034916888
372,0.00644431
376,0.002184913
377,0.002225927
379,0.02147203
380,0.019043615
381,0.15623815
385,0.01507995
386,0.038269922
389,0.05799101
391,0.05844163
392,0.004519668
393,0.012700273
395,0.019239498
396,0.0092831
397,0.0023857492
398,0.025539087
399,0.026926525
400,0.008745074
401,0.010370334
403,0.0072255596
405,0.03835149
406,0.025998816
409,0.019043615
411,0.018431626
413,0.004893512
418,0.009742133
419,0.025925463
422,0.019043615
424,0.18583947
425,0.03125732
427,0.0033770136
430,0.002184913
431,0.019043615
434,0.019043615
435,0.038269922
437,0.14439237
438,0.0031279114
439,0.18583947
442,0.013922181
446,0.013922181
450,0.023619762
451,0.019043615
452,0.012826351
454,0.002184913
455,0.0073702056
463,0.032112237
464,0.013922181
465,0.0033770136
467,0.1695999
468,0.02201517
470,0.022778487
472,0.1108579
473,0.025925463
475,0.008726324
476,0.005289454
479,0.019043615
481,0.0055840225
483,0.03684878
484,0.010186419
486,0.045475632
487,0.0033770136
491,0.02846331
494,0.009105304
495,0.00531817
497,0.017021812
498,0.011052749
499,0.012700273
503,0.019043615
504,0.02728277
505,0.005289454
506,0.011727876
507,0.047488146
508,0.21568564
509,0.032112237
510,0.011373691
511,0.020960415
512,0.046687357
516,0.0022974866
518,0.033216793
519,0.011756056
520,0.0073418743
521,0.0034916888
522,0.006785489
524,0.18583947
525,0.0080876
526,0.0034916888
528,0.019043615
529,0.02537844
531,0.08988898
532,0.1618133
534,0.09554959
536,0.09808508
539,0.084007196
540,0.022175675
541,0.0033770136
542,0.042129155
545,0.01984559
546,0.0034916888
552,0.024609122
556,0.0026528388
557,0.0034916888
559,0.01851394
562,0.012697954
563,0.007904034
565,0.048849273
569,0.0026528388
570,0.111915745
574,0.020336907
575,0.005289454
585,0.009105304
589,0.009632556
590,0.038394373
592,0.025925463
593,0.031482052
594,0.0089949835
595,0.019043615
597,0.010732003
601,0.0025442191
603,0.012700273
604,0.0026760523
605,0.033216793
607,0.0033770136
608,0.013571466
610,0.025925463
612,0.10649039
613,0.04432022
615,0.00531817
616,0.23267986
617,0.02846331
619,0.019239498
620,0.1618133
621,0.0034916888
624,0.025539087
625,0.008136903
628,0.004179649
629,0.23671058
630,0.038269922
632,0.030543694
634,0.002225927
637,0.030570593
638,0.012143452
642,0.025543751
643,0.004879213
644,0.07572164
646,0.002184913
655,0.028932804
660,0.025925463
664,0.025539087
665,0.08646565
666,0.0033770136
670,0.23671058
671,0.18583947
672,0.006500456
675,0.002225927
676,0.033216793
677,0.019043615
678,0.009159253
680,0.0034916888
683,0.17110269
684,0.032112237
685,0.045475632
691,0.10367326
693,0.0023857492
696,0.0023857492
698,0.0023499618
699,0.019043615
700,0.010598393
703,0.009581814
704,0.029849319
705,0.011583989
707,0.16601793
709,0.10345766
711,0.18583947
713,0.019043615
716,0.0033770136
719,0.0033770136
721,0.009412661
722,0.0084929615
723,0.017630229
724,0.005995102
727,0.002225927
728,0.025925463
729,0.005289454
733,0.019043615
736,0.0064227385
739,0.034132
742,0.18583947
743,0.010598393
744,0.006399581
745,0.18583947
747,0.0057604187
749,0.008939159
750,0.02076981
751,0.025539087
752,0.0026310645
755,0.007107208
756,0.0032960454
762,0.015645286
763,0.025925463
764,0.022778487
765,0.02634786
766,0.009412661
769,0.02076981
770,0.08846051
773,0.009105304
774,0.03684878
776,0.02201517
777,0.022750212
778,0.004341236
779,0.019043615
780,0.0033770136
781,0.0319765
786,0.04333843
788,0.0065663178
794,0.042129155
796,0.17110269
801,0.1208863
802,0.030030247
803,0.0066436264
804,0.0034916888
805,0.008302345
809,0.04274421
810,0.18246792
817,0.012700273
819,0.008881436
821,0.009105304
824,0.17696102
825,0.0033973097
826,0.14439237
830,0.0085751945
831,0.028060468
832,0.010034107
833,0.0126871085
837,0.019043615
839,0.002225927
840,0.0028951643
841,0.045475632
842,0.002225927
843,0.0030767766
844,0.05133082
845,0.013922181
848,0.027851187
853,0.011995912
854,0.002184913
855,0.0033770136
856,0.019297881
861,0.007701035
865,0.019043615
866,0.0024508378
867,0.0135915065
870,0.0025442191
871,0.104486555
872,0.019043615
873,0.019043615
874,0.04550504
875,0.004969849
876,0.0032960454
879,0.019043615
880,0.0033770136
883,0.02076981
884,0.009918047
886,0.023606662
890,0.0034916888
892,0.025175804
893,0.045475632
894,0.022750212
895,0.043473788
896,0.025998816
897,0.0033770136
899,0.104486555
900,0.0061588795
901,0.009654114
902,0.16992985
905,0.007343254
912,0.063094385
914,0.18246792
915,0.055360265
917,0.1313734
918,0.005289454
919,0.032112237
921,0.0056957393
922,0.010939835
923,0.0033701244
926,0.002225927
929,0.0055576963
930,0.009105304
931,0.06539597
937,0.0033770136
938,0.010589692
939,0.017764783
941,0.03684878
946,0.0028727956
947,0.030556781
950,0.0054744226
951,0.0034916888
952,0.032112237
953,0.021384953
954,0.002184913
955,0.019043615
956,0.23671058
957,0.054181244
960,0.033216793
963,0.18246792
966,0.026413217
969,0.025998816
971,0.009800979
972,0.0033770136
975,0.01138472
980,0.011177915
982,0.08846051
983,0.0032867596
985,0.044561952
987,0.006573678
988,0.008360948
991,0.013159863
992,0.0026760523
995,0.1618133
996,0.0034916888
998,0.0034916888
1001,0.18583947
1002,0.009105304
1004,0.019043615
1005,0.03807332
1010,0.0033770136
1011,0.0024305244
1012,0.0033770136
1013,0.035866693
1014,0.009105304
1015,0.07821586
1016,0.012700273
1022,0.002184913
1023,0.045475632
1024,0.0033770136
1025,0.025925463
1026,0.10759787
1028,0.010265845
1029,0.010835188
1032,0.18246792
1034,0.012957671
1036,0.025925463
1037,0.0027644576
1039,0.16304427
1042,0.019043615
1045,0.019043615
1046,0.030699808
1050,0.010212539
1052,0.011850501
1055,0.019043615
1057,0.008462875
1058,0.0032867596
1060,0.0033770136
1062,0.009412661
1063,0.019043615
1064,0.042129155
1065,0.012143452
1066,0.006757319
1067,0.17696102
1068,0.02734184
1070,0.15469916
1072,0.02076981
1077,0.18583947
1078,0.013922181
1079,0.0034916888
1081,0.033216793
1082,0.16992985
1093,0.012020198
1094,0.019043615
1102,0.0156315
1103,0.057918347
1106,0.0032867596
1107,0.18583947
1112,0.033216793
1113,0.0034916888
1114,0.010782523
1116,0.006629053
1118,0.028930211
1120,0.025925463
1121,0.03684878
1128,0.013123698
1130,0.104486555
1132,0.009105304
1135,0.0033770136
1138,0.16992985
1139,0.007107208
1141,0.025925463
1143,0.17696102
1146,0.180981
1148,0.019043615
1149,0.026874224
1151,0.009412661
1152,0.025925463
1153,0.009105304
1155,0.02389047
1157,0.0032867596
1160,0.030593326
1161,0.005148352
1162,0.031506363
1164,0.057918347
1168,0.02180237
1169,0.004179649
1174,0.18583947
1176,0.0032387313
1177,0.14439237
1178,0.019239498
1180,0.02468615
1181,0.014725937
1182,0.07976933
1185,0.009412661
1190,0.0032960454
1194,0.0033770136
1196,0.07893284
1199,0.020526066
1200,0.020983877
1201,0.004224942
1202,0.052672606
1206,0.1695999
1207,0.022778487
1208,0.002184913
1212,0.021365464
1216,0.002225927
1219,0.019043615
1221,0.012700273
1222,0.0033770136
1225,0.022750212
1227,0.019043615
1230,0.013215763
1231,0.019043615
